,repository_name,language
780,bedrock-cli,TypeScript
781,bedrock-rings,Shell
782,beginners-django,CSS
783,beginners-intro-javascript-node,JavaScript
784,beginners-series-blockchain,Solidity
785,beginners-series-rust,Rust
786,beginners-vuejs,
787,belugasounds,Python
788,BertrandNashEquilibriumComputation,Python
789,BiDR,Python
790,bigcarp,Python
791,BikeSharing360_BackendServices,C#
792,BikeSharing360_BotApps,JavaScript
793,BikeSharing360_BotBuilderApps,JavaScript
794,BikeSharing360_CognitiveServicesKioskApp,C#
795,BikeSharing360_MobileApps,JavaScript
796,BikeSharing360_MultiContainer,CSS
797,BikeSharing360_Productivity,JavaScript
798,BikeSharing360_SingleContainer,CSS
799,BikeSharing360_Websites,JavaScript
800,BiModalAudioSeparation,Python
801,Binaural-localizer-demos,
802,binder,Python
803,BindVAE,Python
804,bing-commerce,
805,bing-commerce-connectors,C#
806,bing-commerce-sdk-for-java,Java
807,bing-commerce-sdk-for-net,C#
808,bing-commerce-sdk-for-python,Python
809,Bing-COVID-19-Data,
810,Bing-Maps-Fleet-Tracker,C#
811,Bing-Maps-V8-TypeScript-Definitions,TypeScript
812,bing-search-sdk-for-java,Java
813,bing-search-sdk-for-net,C#
814,bing-search-sdk-for-python,Python
815,bing-search-specs,
816,bing-wordpress-url-submission-plugin,PHP
817,bingapi-hololens-demo,JavaScript
818,BingCoronavirusQuerySet,
819,BingMapsNativeModules,Java
820,BingMapsRESTToolkit,C#
821,BingMapsSDSToolkit,C#
822,BingMapsV8CodeSamples,SCSS
823,Binha,
824,binskim,C#
825,BioGPT,Python
826,biomedsearch,
827,BioModelAnalyzer,C
828,bion,C#
829,biosbias,Python
830,BIPIA,Python
831,bird-acoustics-rcnn,Jupyter Notebook
832,bistring,Python
833,BITS-Manager,C#
834,BizApps-ISV-Engagement,PowerShell
835,BladeMonRT,Go
836,BladeMonRT-Rust,
837,BLAS-on-flash,C++
838,blazor-graphql-starter-kit,C#
839,blazor-sandbox-demo,C#
840,BlingFire,C++
841,Blob-Inventory-Report-Analytics,Jupyter Notebook
842,blockchain,
843,blue-whale-acoustics,Jupyter Notebook
844,blueprints,TypeScript
845,BluetoothLEExplorer,C#
846,bobsql,Jupyter Notebook
847,BogusDependencies,C#
848,boll,TypeScript
849,bond,C++
850,bond-comm-cs-example,C#
851,bond-grpc-examples,C#
852,bono,JavaScript
853,bonsai-anylogic,
854,bonsai-batch,Python
855,bonsai-cli,Python
856,bonsai-common,Python
857,bonsai-cstr,MATLAB
858,bonsai-decision-support-interface,Python
859,bonsai-extruder,Python
860,bonsai-gym,Python
861,bonsai-InventoryManagement,Jupyter Notebook
862,bonsai-log-tools,Jupyter Notebook
863,bonsai-ManufacturingLineOptimization,Jupyter Notebook
864,bonsai-rgb,Python
865,bonsai-sample-playbook,
866,bonsai-sim-connector-template,Python
867,bonsai-twin-builder,Python
868,bonsai-viz-cartpole,TypeScript
869,bonsai-viz-example,HTML
870,bonsai-viz-moab,TypeScript
871,bookings-samples,C#
872,BooTORL,Python
873,BosqueLanguage,TypeScript
874,BotBuilder-Azure,C#
875,BotBuilder-Calling,C#
876,BotBuilder-CognitiveServices,C#
877,botbuilder-dotnet,C#
878,botbuilder-java,Java
879,botbuilder-js,TypeScript
880,botbuilder-python,Python
881,BotBuilder-RealTimeMediaCalling,C#
882,BotBuilder-Samples,HTML
883,botbuilder-tools,JavaScript
884,botbuilder-utils-js,TypeScript
885,BotBuilder-V3,C#
886,botframework,
887,BotFramework-BlogSamples,C#
888,botframework-cli,TypeScript
889,botframework-components,C#
890,BotFramework-Composer,TypeScript
891,BotFramework-Composer-Nightlies,
892,BotFramework-DirectLine-DotNet,C#
893,BotFramework-DirectLineJS,TypeScript
894,BotFramework-Emulator,TypeScript
895,botframework-emulator-nightlies,
896,BotFramework-FunctionalTests,C#
897,BotFramework-Hubot,CoffeeScript
898,botframework-sdk,JavaScript
899,BotFramework-Services,
900,botframework-solutions,TypeScript
901,BotFramework-WebChat,HTML
902,botframework-webchat-chat-adapter,TypeScript
903,BotFramework-WeChat,C#
904,BotFunctionalTestingService,JavaScript
905,BPerf,C++
906,bpf_performance,C++
907,brainstorm-fluidframework-m365-azure,TypeScript
908,BrevE-CLaro,
909,BridgeTower,Python
910,Briefcase,Python
911,Bringing-Old-Photos-Back-to-Life,Python
912,Broadcast-Development-Kit,C#
913,Broadcast-Development-Kit-Meeting-App,TypeScript
914,Broadcast-Development-Kit-Web-UI,TypeScript
915,Brokered-WinRT-Components,
916,browsecloud,TypeScript
917,bubble-level-wp,C#
918,budget-control-sample,PowerShell
919,Build-Apache-Provider,Shell
920,Build-Docker-Provider,Shell
921,Build-Mobile-App-with-Chat,
922,Build-MySQL-Provider,Shell
923,Build-omi,Shell
924,Build-omi-script-provider,Shell
925,Build-OMS-Agent-for-Linux,PowerShell
926,Build-PowerShell-DSC-for-Linux,Shell
927,Build-SCXcm,Shell
928,Build-SCXcore,Shell
929,build-server-for-gradle,Java
930,build2016-vsmobile,TypeScript
931,Build2020_DigitalSwag,
932,Build2022-AI-examples,
933,build20AcceleratedSpark,Jupyter Notebook
934,BuildAnIntelligentBot,
935,BuildCast,C#
936,building-damage-assessment-cnn-siamese,Jupyter Notebook
937,BuildTourHack,
938,BuildUpToDateChecker,C#
939,BuildXL,C#
940,Burrow,Go
941,BusinessAssist-Samples,HTML
942,BusinessCentralBankImportFormat,
943,BusinessCentralHelloWorld.AppSource,
944,busiotools,C#
945,bwa,C
946,byoeb,Python
947,c2pa-extension-validator,TypeScript
948,c3p,C#
949,c9-dev-intro-data-science,Jupyter Notebook
950,c9-python-getting-started,Jupyter Notebook
951,cachepurge,C#
952,cadet-cli,Python
953,caffe,C++
954,cai-advanced-processing-service,Python
955,cai-test-training-tool,C#
956,cal-open-library,Perl
957,calculator,C++
958,calculator-specs,
959,calipers,C++
960,camera-explorer,C#
961,CameraTraps,Jupyter Notebook
962,CanadianBuildingFootprints,
963,cancernlp,Python
964,CanvasTools-for-VOTT,TypeScript
965,car-trumps,C#
966,carbon-aware-sdk,C#
967,Carbon-Insight,Jupyter Notebook
968,cardboard-circuits,HTML
969,career-ai,JavaScript
970,cargo-pkgconfig,Rust
971,cartpole-java,Java
972,cartpole-py,Python
973,cascadia-code,Python
974,CASPR,Python
975,cassandra,
976,cassandra-java-driver,
977,cassandra-ldap,Java
978,cassandra-medusa,Python
979,cassandra-reaper,
980,causal-impact-long-covid,Jupyter Notebook
981,CausalGrid,HTML
982,causaltransfer,Python
983,causica,Python
984,CBL-Mariner-Linux-Kernel,C
985,CBL-Mariner-SmartNIC,Shell
986,CBL-MarinerCoreUI,Shell
987,CBM,Jupyter Notebook
988,CCF,C++
989,ccf-app-samples,JavaScript
990,ccf-app-template,C++
991,ccfdns,C++
992,cci,C#
993,cdc-qna,JavaScript
994,CDM,C#
995,CDN-CSU-Samples,
996,cds-management-api-node,
997,cds-services,C#
998,CEDAR.Core.Collector,C#
999,CEDAR.GitHub.Collector,C#
1000,CED_ICD,
1001,CELA-IPG-Academic-Roundtable-Open-Source-Presentation,HTML
1002,CELA-OGC-Intelligent-Feedback,JavaScript
1003,CELA-Outlook-Tag-Management,C#
1004,CELA-Tag-Processing-Service,C#
1005,cella,TypeScript
1006,CentralPackageManagementMigrator,
1007,Ceruleoscope,TypeScript
1008,cf-ode,Jupyter Notebook
1009,CFU,C
1010,chain-reaction,Python
1011,Chakra-Samples,HTML
1012,ChakraCore-Debugger,C++
1013,ChakraCore-wiki,
1014,Chanakya,Python
1015,chart-parts,TypeScript
1016,chart-reader,TypeScript
1017,charticulator,TypeScript
1018,charticulator-extensions,TypeScript
1019,charticulator.com,SCSS
1020,charts,
1021,chase-the-basketball-sprites-extension,TypeScript
1022,chat-copilot,TypeScript
1023,Chat-with-your-Data-Examples,
1024,ChatGPT-Robot-Manipulation-Prompts,
1025,Check-GroupMembership,PowerShell
1026,checkedc,C
1027,checkedc-automation,Shell
1028,checkedc-clang,
1029,checkedc-libc-test,C
1030,checkedc-llvm,LLVM
1031,checkedc-llvm-test-suite,C
1032,checkedc-lnt,Python
1033,checkedc-musl,C
1034,checkedc-parson,C
1035,chemistry-qa,Python
1036,ChemistryQA,
1037,cheriot-ibex,SystemVerilog
1038,cheriot-rtos,C++
1039,cheriot-safe,SystemVerilog
1040,cheriot-sail,TeX
1041,Chestist,JavaScript
1042,chimera,Jupyter Notebook
1043,chokidar,JavaScript
1044,ChoresIoT,HTML
1045,chroma-key-demo,C#
1046,chronos,Kotlin
1047,chunk-attention,Python
1048,CILogProcessor,C#
1049,cimetrics,
1050,cla-approved-bots,
1051,cla-assistant-retired,JavaScript
1052,ClaimQR,TypeScript
1053,Clandestino,
1054,clang,C++
1055,clang-1,C++
1056,clang-tools-extra,C++
1057,CLAP,Python
1058,clarification-qgen-globalinfo,Python
1059,clarity,TypeScript
1060,clarity-apps,
1061,clarity-gtm-template,Smarty
1062,clarity-joomla-plugin,PHP
1063,clarity-js,TypeScript
1064,clarity-tools,TypeScript
1065,classy-fire,Jupyter Notebook
1066,ClearScript,C#
1067,ClearScriptWorkerSample,C#
1068,cliffordlayers,Python
1069,ClimaX,Python
1070,clinical-self-verification,Jupyter Notebook
1071,ClinicalTrialsBlueprint,PowerShell
1072,clinical_visit_note_summarization_corpus,
1073,clock,Go
1074,CLOG,C#
1075,cloud-advocate-workshops,HTML
1076,cloud-config-workflow,
1077,Cloud-for-Financial-Services---samples,TypeScript
1078,cloud-hypervisor,Rust
1079,cloud-hypervisor-craton,
1080,cloud-monitoring-dataset,
1081,Cloud-Native-In-a-Day,CSS
1082,cloud-native-meetups,
1083,Cloud-PAW-Management,TypeScript
1084,cloud-scanner,Python
1085,cloud-scanner-azure,Python
1086,cloud-scanner-azure-functions-sample,Python
1087,cloud-scanner-generic,Python
1088,CloudAdoptionFramework,PowerShell
1089,CloudConfigurationManager,PowerShell
1090,clouddriver,Groovy
1091,cloudsqlworkshop,TSQL
1092,clr-samples,C++
1093,CLRInstrumentationEngine,C++
1094,clrmd,C#
1095,CLUES,Shell
1096,Cluster,PowerShell
1097,cluster-api-inplace-upgrader,Go
1098,cluster-api-provider-azurestackhci,Go
1099,Cluster-Partition-Rebalancer-For-Kafka,Java
1100,clustered-nanopore-reads-dataset,
1101,CMake,C
1102,CmakeSettings,
1103,cmd-call-graph,Python
1104,cnetstat,Go
1105,CNTK,C++
1106,CNTK-docker,Shell
1107,CNTK-FastRCNNDetector,Python
1108,CNTK-R,R
1109,co-bed,Python
1110,coax,
1111,cobalt,HCL
1112,COCO-LM,Python
1113,cocoapods-azure-universal-packages,Ruby
1114,cocoapods-pod-linkage,Ruby
1115,cocos2d-x,C++
1116,cocos2d-x-3rd-party-libs-bin,C
1117,cocos2d-x-3rd-party-libs-src,Perl
1118,CoCosNet,Python
1119,CoCosNet-v2,Python
1120,codal-jacdac,C++
1121,codamosa,Python
1122,codamosa-dataset,
1123,code-challenges,Jupyter Notebook
1124,Code-Hunt,
1125,code-labs-jp,Vue
1126,code-push,TypeScript
1127,code-push-vsts-extension,JavaScript
1128,Code-Search,PowerShell
1129,code-snacks-sql2016,C#
1130,code-with-engineering-playbook,Dockerfile
1131,CoDe16,Python
1132,CodeAnalysis,
1133,CodeBERT,Python
1134,CodeBlog,
1135,CodeContracts,C#
1136,codecoverage,C#
1137,CodeGenerationPoisoning,Python
1138,CodeMixed-Text-Generator,Jupyter Notebook
1139,CodePlan,C#
1140,CodePlexWorkItemMigrator,C#
1141,codeql,CodeQL
1142,codeql-container,Python
1143,CodeRanker,Python
1144,coderec_programming_states,Jupyter Notebook
1145,codespace-features,Shell
1146,CodeT,Python
1147,CodeTalk,C#
1148,codetour,TypeScript
1149,codewithoutbarriers-playbook,
1150,Codex-Babylon,TypeScript
1151,Codex-CLI,Python
1152,CodeXGLUE,C#
1153,coding-pack-for-python,
1154,Coding4Fun,HTML
1155,coe-alm-accelerator-templates,PowerShell
1156,coe-starter-kit,TypeScript
1157,Cognitive-Common-DotNetCore,C#
1158,Cognitive-Common-Windows,C#
1159,Cognitive-Custom-Speech-Service,
1160,Cognitive-CustomVision-Windows,C#
1161,Cognitive-Emotion-Android,Java
1162,Cognitive-Emotion-DotNetCore,C#
1163,Cognitive-Emotion-Python,Jupyter Notebook
1164,Cognitive-Emotion-Windows,C#
1165,Cognitive-EntityLinking-Windows,C#
1166,Cognitive-EventKnowledge-Windows,C#
1167,Cognitive-Face-Android,Java
1168,cognitive-face-dotnet,C#
1169,Cognitive-Face-DotNetCore,C#
1170,Cognitive-Face-iOS,Objective-C
1171,Cognitive-Face-Python,Python
1172,Cognitive-Face-Windows,C#
1173,Cognitive-LinguisticAnalysis-Windows,C#
1174,Cognitive-LUIS-Android,Java
1175,Cognitive-LUIS-Node.js,JavaScript
1176,Cognitive-LUIS-Python,Python
1177,Cognitive-LUIS-Windows,C#
1178,Cognitive-Recommendations-Windows,
1179,cognitive-research-technologies-docs,
1180,Cognitive-Samples-FootnoteBot,C#
1181,Cognitive-Samples-IntelligentKiosk,C#
1182,Cognitive-Samples-VideoFrameAnalysis,C#
1183,Cognitive-Search-DotNet,C#
1184,cognitive-services-notebooks,Jupyter Notebook
1185,cognitive-services-sdk-react-native-example,TypeScript
1186,cognitive-services-speech-sdk-go,Go
1187,cognitive-services-speech-sdk-js,TypeScript
1188,Cognitive-SpeakerRecognition-Android,Java
1189,Cognitive-SpeakerRecognition-Python,Python
1190,Cognitive-SpeakerRecognition-Windows,C#
1191,Cognitive-TextAnalytics-Android,Java
1192,Cognitive-TextAnalytics-DotNet,C#
1193,Cognitive-TextAnalytics-DotNetCore,
1194,Cognitive-TextAnalytics-Windows,
1195,Cognitive-Video-Windows,C#
1196,Cognitive-Vision-Android,Java
1197,Cognitive-Vision-DotNetCore,C#
1198,Cognitive-Vision-Python,Jupyter Notebook
1199,Cognitive-Vision-Windows,C#
1200,Cognitive-WebLM-Windows,C#
1201,CognitiveServicesLanguageUtilities,C#
1202,Cognitive_Service_Utilities,C#
1203,cohesion-based-robot-teaching-interface,Python
1204,colinmarc-hdfs,Go
1205,CollectServiceFabricData,Roff
1206,com-rs,Rust
1207,CoML,Python
1208,Commercial-Marketplace,
1209,commercial-marketplace-client-dotnet,C#
1210,commercial-marketplace-client-java,Java
1211,commercial-marketplace-offer-deploy,C#
1212,commercial-marketplace-offer-solution,PowerShell
1213,commercial-marketplace-openapi,
1214,commercial-marketplace-resources,
1215,Commercial-Marketplace-SaaS-API-Emulator,TypeScript
1216,commercial-marketplace-saas-spa,C#
1217,commercial-marketplace-solutions,C#
1218,CommercialAdsDataset,
1219,commerical-marketplace-vm-sample,HCL
1220,Common-Design-Principles-for-a-Hub-and-Spoke-VNET-Archiecture,
1221,community-content,
1222,community-organization-operations-suite,TypeScript
1223,companion-device-framework,C#
1224,companynewspcfcontrol,TypeScript
1225,CompareDlpEtrReports,PowerShell
1226,COMPASS,Python
1227,competeai,Python
1228,CompHRDoc,Python
1229,compiler-rt,C
1230,compiler-tests,C
1231,ComplianceCxE,HTML
1232,CompliancePartnerWorkshops,PowerShell
1233,ComplianceUtility,PowerShell
1234,component-detection,C#
1235,component-object-model-sample,C++
1236,compose-language-service,TypeScript
1237,CompositeResource,PowerShell
1238,compositional-generalization-span-level-attention,Python
1239,compoundfilereader,C++
1240,Computational-Use-of-Data-Agreement,PowerShell
1241,computervision-recipes,Jupyter Notebook
1242,ConcordExtensibilitySamples,C#
1243,ConditionalAccessforZeroTrustResources,PowerShell
1244,confidential-aci-examples,Python
1245,confidential-aci-testing,Python
1246,confidential-ai,Shell
1247,confidential-container-demos,Go
1248,confidential-containers-attestation-agent,
1249,confidential-containers-containerd,Go
1250,confidential-containers-image-rs,Rust
1251,confidential-containers-kbs,
1252,confidential-containers-operator,Go
1253,confidential-sidecar-containers,Go
1254,configmgr-hub,PowerShell
1255,configmgr-hub-firstparty,PowerShell
1256,configmgr-hub-selfhost,PowerShell
1257,ConfigNet,Python
1258,configure-azure-appservice-private-npm-feed,JavaScript
1259,CoNLI_hallucination,Python
1260,Connect-keynote_AI_demos,C#
1261,connected-fleet-refarch,C#
1262,connected-workbooks,TypeScript
1263,ConnectedServices,
1264,ConnectedServicesSdkSamples,C#
1265,consent-banner,TypeScript
1266,conservative-uncertainty-estimation-random-priors,Python
1267,constrained-graph-variational-autoencoder,Python
1268,contact-card,TypeScript
1269,containerized-microservices-pipeline,C#
1270,containerregistry,
1271,containers-rest-cosmos-aks-java,Java
1272,containers-toolkit,PowerShell
1273,ContextualSP,Python
1274,continuity,C++
1275,Contoso-Hotels-Demo,
1276,contoso-support-pf-demo,Python
1277,ContosoAir,JavaScript
1278,ContosoTraders,JavaScript
1279,contosotraders-cloudtesting,JavaScript
1280,contributor-community-experiments,
1281,contributor-design-pattern-sample,Kotlin
1282,ContributorLicenseAgreement,C#
1283,conversational-ai-chat-sdk,
1284,conversational-speaker,C#
1285,conversationlearner,TypeScript
1286,ConversationLearner-Models,TypeScript
1287,ConversationLearner-Samples,Cool
1288,ConversationLearner-SDK,TypeScript
1289,ConversationLearner-UI,TypeScript
1290,Convert-Etl2Pcapng,PowerShell
1291,Convert-LBFO2SET,PowerShell
1292,ConvertToSARIF,C#
1293,ConvolutionALNs,C++
1294,ConvStencil,Cuda
1295,cookie.gulp,JavaScript
1296,CookieComplianceSamples,Java
1297,cookiecutter-python-flask-clean-architecture,Python
1298,cookiecutter-rust-actix-clean-architecture,Rust
1299,cookiecutter-spacy-fastapi,Python
1300,cookiecutter_template_for_python,Bicep
1301,copilot-pg,JavaScript
1302,CopilotAdventures,C#
1303,CopilotHackathon,HTML
1304,CopilotStudioSamples,C#
1305,CopyOnWrite,C#
1306,cord,Go
1307,cordova-app-recipe-finance,TypeScript
1308,cordova-plugin-code-push,Objective-C
1309,cordova-plugin-hockeyapp,HTML
1310,cordova-plugin-indexedDB,JavaScript
1311,cordova-plugin-livereload,JavaScript
1312,cordova-plugin-ms-appinsights,JavaScript
1313,cordova-plugin-vs-taco-support,JavaScript
1314,cordova-plugin-websql,C#
1315,cordova-samples,JavaScript
1316,cordova-simulate,HTML
1317,core,
1318,corenet-ci,PowerShell
1319,coresets-fair-diverse,Python
1320,CoreTemplateStudio,C#
1321,CorrelationVector,
1322,CorrelationVector-Cpp,C++
1323,CorrelationVector-CSharp,C#
1324,CorrelationVector-Go,Go
1325,CorrelationVector-Java,Java
1326,CorrelationVector-JavaScript,TypeScript
1327,CorrelationVector-Swift,Swift
1328,cortana-samples,
1329,cortana-skills-samples,C#
1330,Cortana-Skills-Samples-Build-2017,C#
1331,CoSConfiguredProjectSample,TypeScript
1332,cosesign1go,Go
1333,CoseSignTool,C#
1334,CosmicBeats-Simulator,Python
1335,CosmicClone,C#
1336,CosmosDB-Solution-Accelerator-CosmosDB-Helper,C#
1337,CosmosDB_Multi-Tenant,
1338,coverage-eval,Python
1339,COVID-19-Test-Registration,
1340,COVID-19-Widget,
1341,COVID-19.Analytics.with.ADX,
1342,covid-vaccine-bot,TypeScript
1343,covid19-BackToWork,C#
1344,COVID19-CT-segmentation,Python
1345,coyote,C#
1346,coyote-content,
1347,coyote-samples,C#
1348,coyote-workshop,C#
1349,cpp-async,C++
1350,cpp-build-insights-samples,C++
1351,cpp-samples,
1352,cpp-systematic-testing,C++
1353,cppgraphqlgen,C++
1354,cpprestsdk,C++
1355,cppwin32,C++
1356,cppwinrt,C++
1357,cpp_client_telemetry,C
1358,CPS-Tools,PowerShell
1359,CQD-BM-to-eCDN-subnet-mapping,PowerShell
1360,CQRS.Mediatr.Lite,C#
1361,CRA,C#
1362,crea-un-dataset,Python
1363,Cream,Python
1364,create-playwright,TypeScript
1365,create-react-app-uifabric,TypeScript
1366,credential-secure-storage-for-java,Java
1367,CRM-Performance-Toolkit,
1368,crn-engine,F#
1369,cromwell-output-reorganization,wdl
1370,CromwellOnAzure,C#
1371,CromwellOnAzureHostConfigs,
1372,cross-tenant,PowerShell
1373,CryptoNets,C#
1374,CSA,
1375,CSA-Coaching-Tool,JavaScript
1376,csa-misc-utils,PowerShell
1377,CSAAKSDeployments,HTML
1378,CSAAppServiceDeployments,C#
1379,CSAAzureSQLDemo,TSQL
1380,CSACostAnomalies,
1381,CSANestedTemplates,PowerShell
1382,csapps-msteams-watercooler,C#
1383,CSA_AKS_Info,
1384,csc-standards,
1385,CSE-Readiness,
1386,CSE-Telehealth-Samples,C#
1387,CSEDevOps,TypeScript
1388,csharp-cert-workshop,
1389,CSharpClient-for-Kafka,C#
1390,CSP-License-Based-Offers-PowerBI,
1391,CSPARMPricingCalculator,C#
1392,CSPTASM,C#
1393,csrobust,Jupyter Notebook
1394,css-automation-snippets,
1395,CSS-CognitiveServices-Tools,Python
1396,CSS-Exchange,PowerShell
1397,CSS-SystemCenter,
1398,CSS-SystemCenter-OperationsManager,PowerShell
1399,CSS-SystemCenter-Orchestrator,PowerShell
1400,CSS-SystemCenter-ServiceManager,PowerShell
1401,CSS-SystemCenter-VirtualMachineManager,
