,repository_name,language
5556,vscode-azure-functions-remote-web-extension,TypeScript
5557,vscode-azure-iot-edge,HTML
5558,vscode-azure-iot-toolkit,HTML
5559,vscode-azure-iot-tools,HTML
5560,vscode-azure-pack,
5561,vscode-azureapicenter,TypeScript
5562,vscode-azureappservice,TypeScript
5563,vscode-azurearcenabledmachines,TypeScript
5564,vscode-azurearmtools,TypeScript
5565,vscode-azureAutomation,HTML
5566,vscode-azurecache,TypeScript
5567,vscode-azurecli,Python
5568,vscode-azurecognitivesearch,HTML
5569,vscode-azurecontainerapps,TypeScript
5570,vscode-azureeventgrid,TypeScript
5571,vscode-azurefunctions,TypeScript
5572,vscode-azurehealthcareapis-tools,HTML
5573,vscode-azurelogicapps,TypeScript
5574,vscode-azureresourcegroups,TypeScript
5575,vscode-azureserverlesspack,
5576,vscode-azurespringcloud,HTML
5577,vscode-azurestaticwebapps,TypeScript
5578,vscode-azurestorage,TypeScript
5579,vscode-azuretools,TypeScript
5580,vscode-azurevirtualmachines,TypeScript
5581,vscode-backspace,TypeScript
5582,vscode-bisect,TypeScript
5583,vscode-black-formatter,Python
5584,vscode-brackets-keybindings,
5585,vscode-brackets-pack,
5586,vscode-cdp,TypeScript
5587,vscode-cdp-proxy,TypeScript
5588,vscode-chrome-debug,TypeScript
5589,vscode-chrome-debug-core,TypeScript
5590,vscode-cmake-tools,TypeScript
5591,vscode-cmake-tools-api,TypeScript
5592,vscode-codicons,Handlebars
5593,vscode-comment,TypeScript
5594,vscode-copilot-release,
5595,vscode-cordova,TypeScript
5596,vscode-cosmosdb,TypeScript
5597,vscode-cosmosdbgraph,HTML
5598,vscode-course-sample,Dockerfile
5599,vscode-cpptools,TypeScript
5600,vscode-cpptools-api,TypeScript
5601,vscode-css,CoffeeScript
5602,vscode-css-languageservice,TypeScript
5603,vscode-custom-data,JavaScript
5604,vscode-dapr,HTML
5605,vscode-data-wrangler,
5606,vscode-debugadapter-node,TypeScript
5607,vscode-deploy-azure,TypeScript
5608,vscode-dev-chrome-launcher,JavaScript
5609,vscode-dev-containers,Shell
5610,vscode-diagnostic-tools,TypeScript
5611,vscode-discussions,
5612,vscode-docker,TypeScript
5613,vscode-docker-extensibility,TypeScript
5614,vscode-docs,Markdown
5615,vscode-docs-archive,CSS
5616,vscode-docs-authoring,
5617,vscode-dotnettools,
5618,vscode-dtdl,TypeScript
5619,vscode-dts,JavaScript
5620,vscode-dwarf-debugging,TypeScript
5621,vscode-dwarf-debugging-ext,JavaScript
5622,vscode-edge-debug,TypeScript
5623,vscode-edge-debug2,TypeScript
5624,vscode-edge-devtools,TypeScript
5625,vscode-edge-devtools-network,TypeScript
5626,vscode-editorconfig,TypeScript
5627,vscode-embedded-tools,
5628,vscode-emmet-helper,TypeScript
5629,vscode-emmet-legacy,TypeScript
5630,vscode-eslint,TypeScript
5631,vscode-explorer-command,C++
5632,vscode-extension-recommender,TypeScript
5633,vscode-extension-samples,TypeScript
5634,vscode-extension-telemetry,TypeScript
5635,vscode-extension-test-runner,TypeScript
5636,vscode-extension-vscode,JavaScript
5637,vscode-figma-icons,TypeScript
5638,vscode-figma-toolkit,Shell
5639,vscode-file-downloader,TypeScript
5640,vscode-file-downloader-api,TypeScript
5641,vscode-filewatcher-windows,C#
5642,vscode-flake8,Python
5643,vscode-gather,TypeScript
5644,vscode-generator-code,JavaScript
5645,vscode-generator-code-javascript,JavaScript
5646,vscode-github-issue-notebooks,TypeScript
5647,vscode-github-issues-prs,TypeScript
5648,vscode-github-triage-actions,TypeScript
5649,vscode-github-triage-extension,TypeScript
5650,vscode-go,TypeScript
5651,vscode-gradle,Java
5652,vscode-grammar-updater,JavaScript
5653,vscode-gulp-electron,JavaScript
5654,vscode-hexeditor,TypeScript
5655,vscode-html-languageservice,TypeScript
5656,vscode-htmlhint,TypeScript
5657,vscode-htmltagwrap,TypeScript
5658,vscode-hydrate,TypeScript
5659,vscode-icons,
5660,vscode-iconv-lite-umd,JavaScript
5661,vscode-ios-web-debug,TypeScript
5662,vscode-iot-workbench,TypeScript
5663,vscode-isort,Python
5664,vscode-java-debug,TypeScript
5665,vscode-java-dependency,TypeScript
5666,vscode-java-installer,
5667,vscode-java-pack,TypeScript
5668,vscode-java-test,Java
5669,vscode-js-atom-grammar,JavaScript
5670,vscode-js-debug,TypeScript
5671,vscode-js-debug-browsers,TypeScript
5672,vscode-js-debug-companion,TypeScript
5673,vscode-js-profile-visualizer,TypeScript
5674,vscode-jscs,TypeScript
5675,vscode-jshint,TypeScript
5676,vscode-json-languageservice,TypeScript
5677,vscode-JSON.tmLanguage,
5678,vscode-jupyter,TypeScript
5679,vscode-jupyter-cell-tags,TypeScript
5680,vscode-jupyter-hub,TypeScript
5681,vscode-jupyter-ipywidgets,JavaScript
5682,vscode-jupyter-keymap,
5683,vscode-jupyter-lsp-middleware,TypeScript
5684,vscode-jupyter-powertoys,TypeScript
5685,vscode-jupyter-slideshow,TypeScript
5686,vscode-jvm-tools,TypeScript
5687,vscode-l10n,TypeScript
5688,vscode-languagedetection,TypeScript
5689,vscode-languageserver-node,TypeScript
5690,vscode-languageserver-protocol-foldingprovider,TypeScript
5691,vscode-LaTeX,TypeScript
5692,vscode-linux-build-agent,Shell
5693,vscode-livepreview,TypeScript
5694,vscode-loader,JavaScript
5695,vscode-loc,
5696,vscode-loc-deprecated,
5697,vscode-lombok,Java
5698,vscode-lsif-extension,TypeScript
5699,vscode-makecode,TypeScript
5700,vscode-makefile-tools,TypeScript
5701,vscode-markdown-it-katex,TypeScript
5702,vscode-markdown-languageservice,TypeScript
5703,vscode-markdown-notebook,TypeScript
5704,vscode-markdown-tm-grammar,JavaScript
5705,vscode-maven,TypeScript
5706,vscode-MDTools,TypeScript
5707,vscode-mezzurite,TypeScript
5708,vscode-minimist,JavaScript
5709,vscode-mock-debug,TypeScript
5710,vscode-mongodb,TypeScript
5711,vscode-mono-debug,C#
5712,vscode-ms-entra,
5713,vscode-mssql,TypeScript
5714,vscode-mypy,Python
5715,vscode-nls,TypeScript
5716,vscode-nls-dev,TypeScript
5717,vscode-node-azure-pack,
5718,vscode-node-debug,TypeScript
5719,vscode-node-debug2,TypeScript
5720,vscode-node-sqlite3,PLpgSQL
5721,vscode-nodebook,TypeScript
5722,vscode-notebook-error-overlay,TypeScript
5723,vscode-notebook-renderer-starter,TypeScript
5724,vscode-notebook-renderers,TypeScript
5725,vscode-notebook-testdata,Jupyter Notebook
5726,vscode-notepadplusplus-keybindings,JavaScript
5727,vscode-npm-scripts,TypeScript
5728,vscode-octicons-font,HTML
5729,vscode-onedrive-browser,TypeScript
5730,vscode-oniguruma,TypeScript
5731,vscode-openssl-prebuilt,
5732,vscode-perf,TypeScript
5733,vscode-perf-bot,TypeScript
5734,vscode-platform-specific-sample,JavaScript
5735,vscode-policy-watcher,C++
5736,vscode-postgresql,TypeScript
5737,vscode-powerquery,TypeScript
5738,vscode-powerquery-sdk,TypeScript
5739,vscode-proxy-agent,TypeScript
5740,vscode-pull-request-github,TypeScript
5741,vscode-pwa-analyzer,TypeScript
5742,vscode-pylint,Python
5743,vscode-python,TypeScript
5744,vscode-python-debugger,TypeScript
5745,vscode-python-devicesimulator,TypeScript
5746,vscode-python-ds-extension-pack,
5747,vscode-python-installer,TypeScript
5748,vscode-python-tools-extension-template,Python
5749,vscode-python-web-wasm,Python
5750,vscode-react-native,TypeScript
5751,vscode-react-sample,JavaScript
5752,vscode-recipes,JavaScript
5753,vscode-references-view,TypeScript
5754,vscode-remote-file-sync,TypeScript
5755,vscode-remote-release,
5756,vscode-remote-repositories-github,
5757,vscode-remote-try-cpp,Shell
5758,vscode-remote-try-dab,TSQL
5759,vscode-remote-try-dotnet,C#
5760,vscode-remote-try-go,Go
5761,vscode-remote-try-java,Java
5762,vscode-remote-try-node,JavaScript
5763,vscode-remote-try-php,PHP
5764,vscode-remote-try-python,Python
5765,vscode-remote-try-rust,Rust
5766,vscode-remote-try-sqlserver,TSQL
5767,vscode-remote-wsl-recommender,TypeScript
5768,vscode-resharper-keybindings,
5769,vscode-ripgrep,JavaScript
5770,vscode-russh,Rust
5771,vscode-samples,JavaScript
5772,vscode-SCMBuilders,
5773,vscode-secret-service-rs,Rust
5774,vscode-selfhost-test-provider,TypeScript
5775,vscode-serial-monitor,TypeScript
5776,vscode-service-fabric-reliable-services,TypeScript
5777,vscode-service-status,
5778,vscode-simple-jupyter-notebook,TypeScript
5779,vscode-smoketest-check,TypeScript
5780,vscode-smoketest-express,JavaScript
5781,vscode-spell-check,TypeScript
5782,vscode-spring-boot-dashboard,TypeScript
5783,vscode-spring-initializr,TypeScript
5784,vscode-stac,
5785,vscode-sublime-keybindings,TypeScript
5786,vscode-tas-angular,
5787,vscode-tas-express,CSS
5788,vscode-tas-vue,Vue
5789,vscode-team,Jupyter Notebook
5790,vscode-telemetry-extractor,TypeScript
5791,vscode-tensorboard,TypeScript
5792,vscode-test,TypeScript
5793,vscode-test-adapter-converter,TypeScript
5794,vscode-test-cli,TypeScript
5795,vscode-test-web,TypeScript
5796,vscode-textbuffer,TypeScript
5797,vscode-textmate,TypeScript
5798,vscode-theme-color-consumer,TypeScript
5799,vscode-theme-tester,TypeScript
5800,vscode-themes,JavaScript
5801,vscode-tips-and-tricks,
5802,vscode-tmdl,
5803,vscode-tools-for-ai,Python
5804,vscode-ts-package-manager,TypeScript
5805,vscode-ts-tslint,TypeScript
5806,vscode-tslint,TypeScript
5807,vscode-tye,TypeScript
5808,vscode-typescript-next,JavaScript
5809,vscode-typescript-tslint-plugin,TypeScript
5810,vscode-uri,TypeScript
5811,vscode-v8-heap-tools,Rust
5812,vscode-vs-keybindings,
5813,vscode-vsce,TypeScript
5814,vscode-wasm,TypeScript
5815,vscode-web-playground,TypeScript
5816,vscode-webview-ui-toolkit,TypeScript
5817,vscode-webview-ui-toolkit-samples,TypeScript
5818,vscode-wiki,
5819,vscode-win32-app-container-tokens,C++
5820,vscode-windows-ca-certs,C++
5821,vscode-windows-process-tree,TypeScript
5822,vscode-windows-registry,C++
5823,vscode-winsta11er,Go
5824,vscode-wordcount,TypeScript
5825,vscode-zeromq,JavaScript
5826,vscodespaces-quickstart,JavaScript
5827,vscodetestcover,TypeScript
5828,VSConfigFinder,C#
5829,VSDebugAdapterHost,C#
5830,VSExtensibility,C#
5831,VSE_Gradient,Python
5832,vsixbootstrapper,C++
5833,vSlice,C#
5834,VSLinux,
5835,VSLua,C#
5836,vsmarketplace,
5837,vsminecraft,Java
5838,vso-agent,TypeScript
5839,vso-extension-tools,TypeScript
5840,vso-httpclient-java,Java
5841,VSProjectSystem,
5842,vss-web-extension-sdk,
5843,VSSDK-Analyzers,C#
5844,VSSDK-Extensibility-Samples,C#
5845,VSSDK-Extensibility-Templates,C#
5846,vssdktestfx,C#
5847,vssetup.powershell,C#
5848,vssnapshotdebugger-docker,Dockerfile
5849,VSSTESTER,
5850,vstest,C#
5851,vstest-action,TypeScript
5852,vstest-docs,
5853,vsts-agent-docker,Shell
5854,vsts-authentication-library-for-java,Java
5855,vsts-azurevm-extension,Python
5856,vsts-bamboo-build-integration-sample,Java
5857,vsts-branch-delete,HTML
5858,vsts-build-test-samples,C#
5859,vsts-cd-manager,Python
5860,vsts-cloudfoundry,TypeScript
5861,vsts-cordova-tasks,JavaScript
5862,vsts-coverage-charts,TypeScript
5863,vsts-database-samples,TSQL
5864,vsts-device-flow-auth,TypeScript
5865,vsts-docker,Python
5866,VSTS-Docker-Preview,
5867,vsts-dockerfiles,Dockerfile
5868,vsts-extension-color-control,TypeScript
5869,vsts-extension-integer-control,TypeScript
5870,vsts-extension-multivalue-control,TypeScript
5871,vsts-extension-retrospectives,TypeScript
5872,vsts-extension-samples,TypeScript
5873,vsts-extension-toggle-control,TypeScript
5874,vsts-ibm-integration-bus-extension,JavaScript
5875,vsts-ibm-websphere-extension,JavaScript
5876,vsts-import-process-sample,C#
5877,vsts-jboss-wildfly,TypeScript
5878,vsts-jenkins-build-integration-sample,Java
5879,vsts-nexus,JavaScript
5880,vsts-nuget-bootstrapper,PowerShell
5881,vsts-react-native-tasks,JavaScript
5882,vsts-rm-documentation,PowerShell
5883,vsts-script-samples,PowerShell
5884,vsts-team-calendar,TypeScript
5885,vsts-tomcat,TypeScript
5886,vsts-uservoice-ui-extension,TypeScript
5887,vsts-veracode,JavaScript
5888,vsts-vmware,Java
5889,vsts-wikiTools,C#
5890,vsts-work-item-migrator,C#
5891,vsts-zendesk-app,JavaScript
5892,VSTSAgent.PowerShell,PowerShell
5893,vswhere,C++
5894,vue-beginners-videos,HTML
5895,W32Time,PowerShell
5896,WADA,Python
5897,WAFBench,C
5898,WakeYourPC_Agent,C#
5899,WakeYourPC_AndroidApp,Java
5900,WakeYourPC_WebApp,C#
5901,WALNUT,Python
5902,WastedRendersDetector,TypeScript
5903,waterfall_ax,Python
5904,WavText5K,Python
5905,wcf-docker,Dockerfile
5906,wcf-docker-samples,JavaScript
5907,wcnscripts,PowerShell
5908,wcnspect,Go
5909,WDD-Spring-2018,C#
5910,wdkmetadata,C++
5911,weak-isolation-mock-db,C++
5912,web-attestation-sample,JavaScript
5913,Web-Dev-For-Beginners,JavaScript
5914,web-insights-service-archive,TypeScript
5915,web-speech-cognitive-services,
5916,webauthn,C
5917,webauthntest,JavaScript
5918,webhint-hints-microsoft,TypeScript
5919,weblogic-on-azure,Java
5920,webpack-bundle-compare,TypeScript
5921,webpack-dataverse,TypeScript
5922,webpack-loaders,
5923,webpack-project-references-alias,TypeScript
5924,webperftoolbar,TypeScript
5925,WebRTC-universal-samples,
5926,WebTemplateStudio,TypeScript
5927,webvalidate,C#
5928,weekly-planner-wp,C#
5929,weston-mirror,C
5930,WhackWhackTerminal,C#
5931,whales,Python
5932,WhaleTails,Jupyter Notebook
5933,WhatTheHack,HTML
5934,WhatTheHack-Advanced-Databricks-ML-Workshop,
5935,WhoisParsers,C#
5936,wifi-telemetry,C++
5937,wifi-ztp,C
5938,WikiCommentEdit,Python
5939,wil,C++
5940,willow,
5941,win-net-test,C
5942,win-student-devs,
5943,Win2D,C++
5944,Win2D-Samples,C#
5945,Win2DMazeGame,C#
5946,win32-app-isolation,
5947,win32metadata,C++
5948,WinAppDriver,C#
5949,WinDbg-Libraries,C++
5950,WinDbg-Samples,C++
5951,window-post-message-proxy,TypeScript
5952,windows-admin-center-extension-template,TypeScript
5953,windows-admin-center-sdk,TypeScript
5954,windows-ai-studio,
5955,windows-ai-studio-templates,Python
5956,windows-app-rs,Rust
5957,Windows-AppConsult-Blog,HTML
5958,Windows-AppConsult-PWALab,HTML
5959,Windows-AppConsult-Samples-DesktopBridge,C#
5960,Windows-AppConsult-samples-PWA,JavaScript
5961,Windows-AppConsult-Samples-UWP,C#
5962,Windows-AppConsult-Samples-WindowsAppSdk,C#
5963,Windows-AppConsult-Tools-DesktopBridgeHelpers,C#
5964,Windows-AppConsult-Tools-DesktopBridgeRePack,PowerShell
5965,Windows-AppConsult-Tools-IAPWrapper,ASP.NET
5966,Windows-AppConsult-XAMLIslandsLab,C#
5967,Windows-appsample-annotated-audio,C#
5968,Windows-appsample-coloringbook,C#
5969,Windows-appsample-customers-orders-database,TSQL
5970,Windows-appsample-familynotes,C#
5971,Windows-appsample-get-started-js2d,JavaScript
5972,Windows-appsample-get-started-js3d,JavaScript
5973,Windows-appsample-get-started-mg2d,C#
5974,Windows-appsample-huelightcontroller,C#
5975,Windows-appsample-lunch-scheduler,C#
5976,Windows-appsample-marble-maze,C++
5977,Windows-appsample-networkhelper,C#
5978,Windows-appsample-photo-editor,C++
5979,Windows-appsample-photo-lab,C#
5980,Windows-appsample-remote-system-sessions,C#
5981,Windows-appsample-rssreader,C#
5982,Windows-appsample-shopping,C#
5983,Windows-appsample-trafficapp,C#
5984,Windows-appsample-Xaml-Hosting,
5985,Windows-Camera,C#
5986,Windows-classic-samples,
5987,windows-container-networking,Go
5988,windows-container-tools,C++
5989,Windows-Containers,PowerShell
5990,windows-containers-demos,C#
5991,Windows-Cross-Device,
5992,windows-dev-box-setup-scripts,PowerShell
5993,windows-dev-center-vsts-extension,TypeScript
5994,Windows-Dev-Performance,
5995,windows-developer-blog-samples,
5996,Windows-DevRel,C#
5997,windows-docs-rs,
5998,Windows-Driver-Developer-Supplemental-Tools,CodeQL
5999,Windows-Driver-Frameworks,C
6000,Windows-driver-samples,C
6001,windows-drivers-rs,Rust
6002,windows-framer-toolkit,CoffeeScript
6003,windows-host-process-containers-base-image,PowerShell
6004,Windows-IoT-Samples,C++
6005,Windows-iotcore-samples,C++
6006,Windows-Machine-Learning,C++
6007,windows-networking-tools,C++
6008,Windows-Packaging-Samples,C#
6009,windows-pause-image-base,Dockerfile
6010,windows-phone-callout-project,HTML
6011,windows-rs,Rust
6012,Windows-rust-driver-samples,Rust
6013,windows-samples-rs,Rust
6014,Windows-Sandbox-Utilities,PowerShell
6015,Windows-Social-Samples,C#
6016,Windows-task-snippets,
6017,Windows-Time-Calibration-Tools,C#
6018,windows-tutorials-customer-database,C#
6019,Windows-tutorials-inputs-and-devices,C#
6020,Windows-tutorials-web,JavaScript
6021,Windows-universal-samples,JavaScript
6022,Windows.UI.Composition-Win32-Samples,C++
6023,Windows365-PSScripts,PowerShell
6024,WindowsAppConsult-TechDemos,C#
6025,WindowsAppSDK,C++
6026,WindowsAppSDK-Samples,C++
6027,WindowsAutopilotCompanion,PowerShell
6028,WindowsAzureToolkitForEclipseWithJava,Java
6029,WindowsCompositionSamples,C#
6030,WindowsDevicePortalWrapper,C#
6031,WindowsDNSServerConfig,PowerShell
6032,WindowsForDevelopers,
6033,WindowsHelloFaceTraceLog,Batchfile
6034,WindowsIISServerConfig,PowerShell
6035,WindowsProtocolTestSuites,C#
6036,WindowsRuntimeAPIs_Javascript_snippets,JavaScript
6037,WindowsServerContainerHostConfig,PowerShell
6038,WindowsServerUpdateServicesConfig,PowerShell
6039,windows_seh_tests,C
6040,wineryjs,TypeScript
6041,winfile,C
6042,winforms-designer-extensibility,C#
6043,winget-cli,C++
6044,winget-cli-restsource,C#
6045,winget-create,C#
6046,winget-pkgs,
6047,winget-pkgs-submission-test,PowerShell
6048,WingtipSaaS,PowerShell
6049,WingTipTickets,JavaScript
6050,WingtipTicketsSaaS-DbPerTenant,PowerShell
6051,WingtipTicketsSaaS-MultiTenantDB,PowerShell
6052,WingtipTicketsSaaS-StandaloneApp,C#
6053,WinHttpPAL,C++
6054,WinLog,C#
6055,winmd,C++
6056,winmd-rs,Rust
6057,WinObjC,C
6058,WinObjC-Samples,Objective-C
6059,winrtc,C++
6060,winsdkfb,C++
6061,winstore-jscompat,JavaScript
6062,WinUI-3-Demos,C
6063,WinUI-Gallery,C#
6064,winwithappplatpoc,JavaScript
6065,win_pmu,C
6066,wiql-editor,TypeScript
6067,wiql-to-odata-ado-extension,TypeScript
6068,WiresharkEndpointPlugin,
6069,WizardLM2,
6070,WKSPlus-M365SCC,PowerShell
6071,wmg_agent,Python
6072,wmi,Go
6073,wolfMQTT,C
6074,woodgrove-auth-api,C#
6075,woodgrove-bank,HTML
6076,woodgrove-groceries,HTML
6077,woodgrove-groceries-api,C#
6078,woodgrove-kiosk,HTML
6079,woodgrove-music,Swift
6080,woodgrove-vid,HTML
6081,wopi-validator-cli-python,Python
6082,wopi-validator-core,C#
6083,workbooks,C#
6084,Workbooks-Localization,
6085,WorkflowManagerDSC,PowerShell
6086,workshop-aml-pytorch,Python
6087,Workshop-integration,
6088,Workshop-Interact-with-OpenAI-models,JavaScript
6089,workshop-library,Jupyter Notebook
6090,workshop-template,
6091,workshop-tonkotsu-nodejs,JavaScript
6092,workspace-optimizer,Jupyter Notebook
6093,workspace-tools,TypeScript
6094,WorldLockingTools-Unreal,C++
6095,wpa,R
6096,WPF-Samples,C#
6097,WPFDXInterop,C++
6098,WSA,
6099,WSA-Linux-Kernel,C
6100,WSL,PowerShell
6101,WSL-DistroLauncher,C++
6102,wsl-drvfs-stack-formatter,JavaScript
6103,wsl-plugin-sample,C++
6104,WSL2-Linux-Kernel,C
6105,wslg,C++
6106,wsplice,Go
6107,wufb-reports-access-control,TypeScript
6108,wvd-resources,
6109,X-Decoder,Python
6110,X-Mem,C++
6111,xal,
6112,XamarinAzure_ShoppingDemoApp,C#
6113,XamarinUniversity-Samples,
6114,xaml-designer-extensibility,
6115,Xaml-Islands-Samples,C++
6116,xaml-standard,
6117,XamlBehaviors,C#
6118,XamlBehaviorsWpf,C#
6119,XamlIslandBlogPostSample,C#
6120,xandr-docs-public,
6121,XavierGuerette,Jupyter Notebook
6122,xblock-azure-media-services,JavaScript
6123,xblock-filestorage,Python
6124,xblock-oembed,Python
6125,xblock-officevideo,Python
6126,xblock-onedrive,Python
6127,Xbox-ATG-Samples,C++
6128,xbox-game-streaming-tools,PowerShell
6129,Xbox-GDK-Samples,C++
6130,xbox-integrated-multiplayer-unity-plugin,
6131,xbox-live-api,C++
6132,xbox-live-developer-tools,C#
6133,xbox-live-resiliency-fiddler-plugin,C#
6134,xbox-live-samples,JavaScript
6135,xbox-live-trace-analyzer,C#
6136,xbox-live-unity-plugin,C#
6137,xbox-multiplayer-analysis-tool,C#
6138,XboxConsole,C#
6139,XboxGameBarSamples,
6140,xcodeproj,Python
6141,xDownloadFile,PowerShell
6142,xdp-for-windows,C
6143,XGLUE,JavaScript
6144,xlang,C++
6145,XLIFF2-Object-Model,C#
6146,XmlNotepad,C#
6147,XNAT-on-Azure,Shell
6148,xpoc-framework,TypeScript
6149,XPretrain,Python
6150,xr-development-for-beginners,Vue
6151,xray-feature-disentanglement,Jupyter Notebook
6152,xterm.js,TypeScript
6153,xtreme-distil-transformers,Python
6154,xunit-performance,C#
6155,YADA,Python
6156,Yams,C#
6157,YamUI,TypeScript
6158,yardl,C++
6159,Yatesbury,
6160,YOLaT-VectorGraphicsRecognition,Python
6161,z3guide,JavaScript
6162,ZappysPlayground,C#
